<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20090111,111822,113.300000000,300
GAZP,0,20090111,111822,113.300000000,500
GAZP,0,20090111,111822,113.300000000,1
GAZP,0,20090111,111822,113.300000000,100
GAZP,0,20090111,111822,113.300000000,1000
GAZP,0,20090111,111822,113.300000000,30
GAZP,0,20090111,111825,113.270000000,100
GAZP,0,20090111,111825,113.250000000,1
GAZP,0,20090111,111825,113.230000000,100
GAZP,0,20090111,111825,113.220000000,30
GAZP,0,20090111,111825,113.220000000,10
GAZP,0,20090111,111825,113.220000000,3500
GAZP,0,20090111,111825,113.210000000,200
GAZP,0,20090111,111825,113.210000000,4
GAZP,0,20090111,111825,113.210000000,250
GAZP,0,20090111,111825,113.210000000,100
GAZP,0,20090111,111825,113.210000000,50
GAZP,0,20090111,111825,113.210000000,227
GAZP,0,20090111,111825,113.210000000,328
GAZP,0,20090111,111825,113.280000000,100
GAZP,0,20090111,111827,113.210000000,150
GAZP,0,20090111,111827,113.210000000,92
GAZP,0,20090111,111827,113.200000000,908
GAZP,0,20090111,111827,113.200000000,25000
GAZP,0,20090111,111829,113.210000000,100
GAZP,0,20090111,111829,113.210000000,119
GAZP,0,20090111,111829,113.200000000,209
GAZP,0,20090111,111830,113.210000000,206
GAZP,0,20090111,111830,113.200000000,19794
GAZP,0,20090111,111830,113.200000000,200
GAZP,0,20090111,111831,113.200000000,3000
GAZP,0,20090111,111831,113.200000000,1
GAZP,0,20090111,111831,113.200000000,2400
GAZP,0,20090111,111831,113.200000000,4054
GAZP,0,20090111,111831,113.200000000,1120
GAZP,0,20090111,111831,113.200000000,300
GAZP,0,20090111,111831,113.200000000,1000
GAZP,0,20090111,111831,113.200000000,350
GAZP,0,20090111,111832,113.150000000,131
GAZP,0,20090111,111832,113.150000000,20
GAZP,0,20090111,111832,113.150000000,20
GAZP,0,20090111,111832,113.150000000,10
GAZP,0,20090111,111832,113.150000000,6
GAZP,0,20090111,111832,113.130000000,48
GAZP,0,20090111,111832,113.130000000,51
GAZP,0,20090111,111832,113.120000000,20
GAZP,0,20090111,111832,113.120000000,2310
GAZP,0,20090111,111832,113.100000000,200
GAZP,0,20090111,111832,113.100000000,1000
GAZP,0,20090111,111832,113.100000000,30
GAZP,0,20090111,111832,113.100000000,2389
GAZP,0,20090111,111832,113.100000000,1
GAZP,0,20090111,111833,113.100000000,100
GAZP,0,20090111,111833,113.100000000,50
GAZP,0,20090111,111834,113.190000000,10
GAZP,0,20090111,111834,113.100000000,26
GAZP,0,20090111,111835,113.130000000,50
GAZP,0,20090111,111835,113.100000000,934
GAZP,0,20090111,111835,113.100000000,200
GAZP,0,20090111,111835,113.070000000,50
GAZP,0,20090111,111835,113.060000000,30
GAZP,0,20090111,111835,113.060000000,50
GAZP,0,20090111,111835,113.050000000,50
GAZP,0,20090111,111835,113.050000000,1000
GAZP,0,20090111,111835,113.050000000,200
GAZP,0,20090111,111835,113.040000000,436
GAZP,0,20090111,111835,113.040000000,150
GAZP,0,20090111,111836,113.120000000,1900
GAZP,0,20090111,111836,113.120000000,100
GAZP,0,20090111,111836,113.100000000,127
GAZP,0,20090111,111838,113.100000000,1
GAZP,0,20090111,111838,113.100000000,200
GAZP,0,20090111,111844,113.110000000,100
GAZP,0,20090111,111845,113.110000000,1900
GAZP,0,20090111,111845,113.100000000,1236
GAZP,0,20090111,111846,113.100000000,100
GAZP,0,20090111,111846,113.100000000,912
GAZP,0,20090111,111846,113.100000000,174
GAZP,0,20090111,111846,113.100000000,2150
GAZP,0,20090111,111846,113.070000000,1000
GAZP,0,20090111,111846,113.140000000,83
GAZP,0,20090111,111847,113.130000000,208
GAZP,0,20090111,111847,113.140000000,217
GAZP,0,20090111,111847,113.150000000,250
GAZP,0,20090111,111847,113.050000000,400
GAZP,0,20090111,111856,113.090000000,50
GAZP,0,20090111,111857,113.080000000,20
GAZP,0,20090111,111901,113.090000000,100
GAZP,0,20090111,111901,113.080000000,5
GAZP,0,20090111,111901,113.090000000,725
GAZP,0,20090111,111901,113.100000000,5000
GAZP,0,20090111,111902,113.110000000,3
GAZP,0,20090111,111904,113.120000000,5
GAZP,0,20090111,111904,113.110000000,1495
GAZP,0,20090111,111904,113.110000000,1502
GAZP,0,20090111,111904,113.100000000,498
GAZP,0,20090111,111904,113.140000000,380
GAZP,0,20090111,111905,113.150000000,5
GAZP,0,20090111,111905,113.150000000,96
GAZP,0,20090111,111907,113.150000000,150
GAZP,0,20090111,111907,113.150000000,15
GAZP,0,20090111,111907,113.170000000,1
GAZP,0,20090111,111907,113.170000000,100
GAZP,0,20090111,111909,113.170000000,100
GAZP,0,20090111,111910,113.170000000,40
GAZP,0,20090111,111910,113.170000000,259
GAZP,0,20090111,111910,113.170000000,1
GAZP,0,20090111,111913,113.180000000,10
GAZP,0,20090111,111913,113.170000000,5
GAZP,0,20090111,111913,113.180000000,120
GAZP,0,20090111,111913,113.190000000,30
GAZP,0,20090111,111913,113.190000000,432
GAZP,0,20090111,111913,113.190000000,5000
GAZP,0,20090111,111913,113.200000000,18
GAZP,0,20090111,111914,113.200000000,982
GAZP,0,20090111,111914,113.200000000,405
GAZP,0,20090111,111914,113.210000000,4613
GAZP,0,20090111,111915,113.200000000,5
GAZP,0,20090111,111915,113.200000000,95
GAZP,0,20090111,111915,113.200000000,1000
GAZP,0,20090111,111915,113.200000000,905
GAZP,0,20090111,111915,113.200000000,2009
GAZP,0,20090111,111915,113.180000000,50
GAZP,0,20090111,111915,113.170000000,136
GAZP,0,20090111,111916,113.210000000,3000
GAZP,0,20090111,111916,113.210000000,5
GAZP,0,20090111,111916,113.210000000,15
GAZP,0,20090111,111916,113.210000000,5
GAZP,0,20090111,111916,113.210000000,25
GAZP,0,20090111,111916,113.210000000,1275
GAZP,0,20090111,111918,113.210000000,500
GAZP,0,20090111,111919,113.210000000,5
GAZP,0,20090111,111922,113.220000000,5
GAZP,0,20090111,111922,113.220000000,15
GAZP,0,20090111,111922,113.220000000,150
GAZP,0,20090111,111922,113.240000000,335
GAZP,0,20090111,111923,113.220000000,450
GAZP,0,20090111,111923,113.170000000,1
GAZP,0,20090111,111924,113.240000000,205
GAZP,0,20090111,111924,113.240000000,1
GAZP,0,20090111,111925,113.200000000,380
GAZP,0,20090111,111925,113.240000000,214
GAZP,0,20090111,111930,113.170000000,100
GAZP,0,20090111,111931,113.170000000,15
GAZP,0,20090111,111931,113.170000000,2000
GAZP,0,20090111,111931,113.170000000,416
GAZP,0,20090111,111931,113.160000000,205
GAZP,0,20090111,111931,113.160000000,2379
GAZP,0,20090111,111931,113.160000000,1152
GAZP,0,20090111,111931,113.160000000,50
GAZP,0,20090111,111931,113.150000000,1
GAZP,0,20090111,111931,113.120000000,212
GAZP,0,20090111,111931,113.110000000,50
GAZP,0,20090111,111931,113.110000000,1
GAZP,0,20090111,111931,113.100000000,1534
GAZP,0,20090111,111932,113.170000000,150
GAZP,0,20090111,111932,113.110000000,227
GAZP,0,20090111,111932,113.100000000,1632
GAZP,0,20090111,111932,113.210000000,401
GAZP,0,20090111,111932,113.220000000,499
GAZP,0,20090111,111932,113.110000000,10
GAZP,0,20090111,111933,113.110000000,100
GAZP,0,20090111,111935,113.160000000,100
GAZP,0,20090111,111936,113.160000000,150
GAZP,0,20090111,111936,113.190000000,5
GAZP,0,20090111,111936,113.190000000,266
GAZP,0,20090111,111936,113.200000000,5
GAZP,0,20090111,111936,113.210000000,10
GAZP,0,20090111,111936,113.220000000,166
GAZP,0,20090111,111936,113.240000000,210
GAZP,0,20090111,111936,113.240000000,200
GAZP,0,20090111,111936,113.240000000,50
GAZP,0,20090111,111936,113.250000000,50
GAZP,0,20090111,111936,113.250000000,50
GAZP,0,20090111,111936,113.250000000,150
GAZP,0,20090111,111936,113.250000000,3000
GAZP,0,20090111,111936,113.250000000,200
GAZP,0,20090111,111937,113.250000000,345
GAZP,0,20090111,111937,113.250000000,10000
GAZP,0,20090111,111937,113.250000000,3000
GAZP,0,20090111,111937,113.260000000,5
GAZP,0,20090111,111938,113.250000000,100
GAZP,0,20090111,111938,113.250000000,5
GAZP,0,20090111,111938,113.250000000,200
GAZP,0,20090111,111938,113.250000000,6062
GAZP,0,20090111,111939,113.250000000,5000
GAZP,0,20090111,111940,113.250000000,100
GAZP,0,20090111,111940,113.250000000,4000
GAZP,0,20090111,111941,113.250000000,1780
GAZP,0,20090111,111941,113.250000000,500
GAZP,0,20090111,111941,113.250000000,450
GAZP,0,20090111,111942,113.250000000,1000
GAZP,0,20090111,111943,113.260000000,50
GAZP,0,20090111,111944,113.250000000,100
GAZP,0,20090111,111945,113.250000000,1776
GAZP,0,20090111,111945,113.250000000,16984
GAZP,0,20090111,111946,113.260000000,406
GAZP,0,20090111,111946,113.250000000,40
GAZP,0,20090111,111946,113.250000000,248
GAZP,0,20090111,111946,113.250000000,5
GAZP,0,20090111,111947,113.250000000,6000
GAZP,0,20090111,111947,113.250000000,100
GAZP,0,20090111,111947,113.250000000,25000
GAZP,0,20090111,111947,113.260000000,1539
GAZP,0,20090111,111948,113.260000000,3000
GAZP,0,20090111,111948,113.260000000,1127
GAZP,0,20090111,111949,113.260000000,1700
GAZP,0,20090111,111950,113.260000000,1
GAZP,0,20090111,111954,113.260000000,100
GAZP,0,20090111,111956,113.260000000,100
GAZP,0,20090111,111958,113.260000000,2433
GAZP,0,20090111,111958,113.250000000,2567
GAZP,0,20090111,111958,113.250000000,100
GAZP,0,20090111,111959,113.250000000,483
GAZP,0,20090111,112002,113.250000000,8513
GAZP,0,20090111,112004,113.250000000,5
GAZP,0,20090111,112006,113.250000000,50
GAZP,0,20090111,112006,113.250000000,1125
GAZP,0,20090111,112012,113.200000000,400
GAZP,0,20090111,112012,113.190000000,300
GAZP,0,20090111,112012,113.180000000,100
GAZP,0,20090111,112012,113.140000000,3000
GAZP,0,20090111,112012,113.130000000,233
GAZP,0,20090111,112012,113.130000000,967
GAZP,0,20090111,112017,113.200000000,300
GAZP,0,20090111,112019,113.190000000,1
GAZP,0,20090111,112019,113.190000000,40
GAZP,0,20090111,112019,113.190000000,2
GAZP,0,20090111,112021,113.190000000,1
GAZP,0,20090111,112022,113.190000000,2
GAZP,0,20090111,112022,113.150000000,3
GAZP,0,20090111,112023,113.150000000,2
GAZP,0,20090111,112026,113.150000000,3000
GAZP,0,20090111,112027,113.130000000,90
GAZP,0,20090111,112027,113.130000000,5
GAZP,0,20090111,112027,113.130000000,100
GAZP,0,20090111,112027,113.120000000,207
GAZP,0,20090111,112027,113.120000000,400
GAZP,0,20090111,112027,113.120000000,1198
GAZP,0,20090111,112027,113.150000000,1995
GAZP,0,20090111,112028,113.150000000,5
GAZP,0,20090111,112028,113.150000000,6
GAZP,0,20090111,112028,113.180000000,228
GAZP,0,20090111,112028,113.180000000,100
GAZP,0,20090111,112028,113.200000000,2700
GAZP,0,20090111,112028,113.200000000,500
GAZP,0,20090111,112028,113.240000000,967
GAZP,0,20090111,112028,113.240000000,200
GAZP,0,20090111,112028,113.240000000,205
GAZP,0,20090111,112030,113.250000000,5
GAZP,0,20090111,112030,113.250000000,26
GAZP,0,20090111,112030,113.240000000,100
GAZP,0,20090111,112035,113.200000000,192
GAZP,0,20090111,112035,113.240000000,198
GAZP,0,20090111,112036,113.240000000,36
GAZP,0,20090111,112036,113.250000000,164
GAZP,0,20090111,112037,113.240000000,2
GAZP,0,20090111,112037,113.160000000,5
GAZP,0,20090111,112037,113.160000000,1000
GAZP,0,20090111,112037,113.150000000,2525
GAZP,0,20090111,112037,113.150000000,100
GAZP,0,20090111,112037,113.150000000,1370
GAZP,0,20090111,112038,113.150000000,20
GAZP,0,20090111,112038,113.240000000,110
GAZP,0,20090111,112038,113.240000000,120
GAZP,0,20090111,112038,113.250000000,130
GAZP,0,20090111,112039,113.230000000,2
GAZP,0,20090111,112040,113.160000000,13
GAZP,0,20090111,112040,113.230000000,1
GAZP,0,20090111,112040,113.200000000,100
GAZP,0,20090111,112040,113.200000000,1000
GAZP,0,20090111,112040,113.230000000,2
GAZP,0,20090111,112043,113.230000000,25
GAZP,0,20090111,112045,113.200000000,10
GAZP,0,20090111,112049,113.200000000,1000
GAZP,0,20090111,112050,113.200000000,500
GAZP,0,20090111,112050,113.230000000,70
GAZP,0,20090111,112050,113.240000000,30
GAZP,0,20090111,112052,113.200000000,3307
GAZP,0,20090111,112054,113.200000000,1
GAZP,0,20090111,112100,113.190000000,5
GAZP,0,20090111,112100,113.190000000,208
GAZP,0,20090111,112100,113.200000000,1692
GAZP,0,20090111,112100,113.200000000,30
GAZP,0,20090111,112100,113.200000000,2437
GAZP,0,20090111,112100,113.200000000,150
GAZP,0,20090111,112100,113.200000000,300
GAZP,0,20090111,112100,113.200000000,22
GAZP,0,20090111,112101,113.200000000,4000
GAZP,0,20090111,112106,113.210000000,5
GAZP,0,20090111,112106,113.200000000,1156
GAZP,0,20090111,112106,113.160000000,10
GAZP,0,20090111,112107,113.160000000,200
GAZP,0,20090111,112107,113.150000000,4200
GAZP,0,20090111,112109,113.150000000,200
GAZP,0,20090111,112110,113.180000000,5
GAZP,0,20090111,112110,113.190000000,1
GAZP,0,20090111,112111,113.190000000,3
GAZP,0,20090111,112112,113.190000000,210
GAZP,0,20090111,112112,113.200000000,12
GAZP,0,20090111,112113,113.190000000,2
GAZP,0,20090111,112114,113.190000000,1
GAZP,0,20090111,112114,113.200000000,500
GAZP,0,20090111,112114,113.200000000,1000
GAZP,0,20090111,112115,113.200000000,2
GAZP,0,20090111,112115,113.200000000,100
GAZP,0,20090111,112115,113.200000000,2
GAZP,0,20090111,112116,113.200000000,3
GAZP,0,20090111,112116,113.200000000,210
GAZP,0,20090111,112122,113.190000000,40
GAZP,0,20090111,112124,113.180000000,500
GAZP,0,20090111,112124,113.170000000,5
GAZP,0,20090111,112124,113.160000000,320
GAZP,0,20090111,112126,113.150000000,5
GAZP,0,20090111,112129,113.150000000,295
GAZP,0,20090111,112129,113.150000000,200
GAZP,0,20090111,112129,113.150000000,164
GAZP,0,20090111,112131,113.160000000,175
GAZP,0,20090111,112131,113.180000000,225
GAZP,0,20090111,112132,113.150000000,6660
GAZP,0,20090111,112132,113.150000000,1500
GAZP,0,20090111,112132,113.150000000,850
GAZP,0,20090111,112132,113.140000000,227
GAZP,0,20090111,112132,113.130000000,85
GAZP,0,20090111,112132,113.130000000,10
GAZP,0,20090111,112132,113.130000000,5
GAZP,0,20090111,112132,113.130000000,300
GAZP,0,20090111,112132,113.120000000,100
GAZP,0,20090111,112132,113.120000000,5
GAZP,0,20090111,112132,113.120000000,179
GAZP,0,20090111,112132,113.120000000,700
GAZP,0,20090111,112132,113.120000000,15
GAZP,0,20090111,112132,113.110000000,5000
GAZP,0,20090111,112132,113.110000000,100
GAZP,0,20090111,112132,113.110000000,5000
GAZP,0,20090111,112132,113.110000000,700
GAZP,0,20090111,112132,113.110000000,3564
GAZP,0,20090111,112133,113.170000000,229
GAZP,0,20090111,112133,113.180000000,771
GAZP,0,20090111,112134,113.160000000,5
GAZP,0,20090111,112134,113.170000000,5
GAZP,0,20090111,112139,113.160000000,100
GAZP,0,20090111,112139,113.150000000,50
GAZP,0,20090111,112139,113.120000000,222
GAZP,0,20090111,112139,113.110000000,668
GAZP,0,20090111,112140,113.110000000,768
GAZP,0,20090111,112140,113.110000000,232
GAZP,0,20090111,112141,113.150000000,4000
GAZP,0,20090111,112144,113.120000000,227
GAZP,0,20090111,112144,113.110000000,73
GAZP,0,20090111,112145,113.150000000,50
GAZP,0,20090111,112146,113.110000000,300
GAZP,0,20090111,112150,113.150000000,950
GAZP,0,20090111,112150,113.150000000,50
GAZP,0,20090111,112151,113.110000000,20
GAZP,0,20090111,112154,113.120000000,1
GAZP,0,20090111,112155,113.130000000,5
GAZP,0,20090111,112155,113.120000000,55
GAZP,0,20090111,112157,113.130000000,5
GAZP,0,20090111,112159,113.120000000,10
GAZP,0,20090111,112159,113.130000000,200
GAZP,0,20090111,112201,113.120000000,134
GAZP,0,20090111,112201,113.120000000,1375
GAZP,0,20090111,112201,113.110000000,9375
GAZP,0,20090111,112201,113.110000000,5
GAZP,0,20090111,112201,113.110000000,35
GAZP,0,20090111,112201,113.110000000,100
GAZP,0,20090111,112201,113.110000000,20
GAZP,0,20090111,112201,113.110000000,100
GAZP,0,20090111,112201,113.100000000,54908
GAZP,0,20090111,112201,113.100000000,25000
GAZP,0,20090111,112201,113.100000000,50
GAZP,0,20090111,112201,113.100000000,1
GAZP,0,20090111,112204,113.090000000,5
GAZP,0,20090111,112205,113.080000000,5
GAZP,0,20090111,112205,113.080000000,100
GAZP,0,20090111,112205,113.080000000,10
GAZP,0,20090111,112205,113.080000000,1
GAZP,0,20090111,112205,113.080000000,5
GAZP,0,20090111,112205,113.070000000,100
GAZP,0,20090111,112205,113.070000000,100
GAZP,0,20090111,112205,113.060000000,2
GAZP,0,20090111,112205,113.060000000,1
GAZP,0,20090111,112205,113.060000000,100
GAZP,0,20090111,112205,113.060000000,50
GAZP,0,20090111,112205,113.060000000,50
GAZP,0,20090111,112205,113.060000000,200
GAZP,0,20090111,112205,113.050000000,276
GAZP,0,20090111,112206,113.050000000,10
GAZP,0,20090111,112206,113.070000000,2
GAZP,0,20090111,112206,113.070000000,48
GAZP,0,20090111,112206,113.090000000,152
GAZP,0,20090111,112207,113.050000000,214
GAZP,0,20090111,112207,113.050000000,686
GAZP,0,20090111,112208,113.050000000,50
GAZP,0,20090111,112209,113.080000000,100
GAZP,0,20090111,112209,113.050000000,1
GAZP,0,20090111,112210,113.050000000,2000
GAZP,0,20090111,112211,113.050000000,6000
GAZP,0,20090111,112211,113.080000000,1
GAZP,0,20090111,112212,113.050000000,600
GAZP,0,20090111,112214,113.050000000,663
GAZP,0,20090111,112214,113.050000000,5
GAZP,0,20090111,112214,113.050000000,48
GAZP,0,20090111,112214,113.050000000,1000
GAZP,0,20090111,112214,113.050000000,50
GAZP,0,20090111,112214,113.050000000,50
GAZP,0,20090111,112214,113.040000000,100
GAZP,0,20090111,112217,113.040000000,314
GAZP,0,20090111,112217,113.040000000,500
GAZP,0,20090111,112217,113.040000000,100
GAZP,0,20090111,112217,113.040000000,200
GAZP,0,20090111,112217,113.030000000,3886
GAZP,0,20090111,112218,113.050000000,4184
GAZP,0,20090111,112218,113.070000000,218
GAZP,0,20090111,112218,113.080000000,2899
GAZP,0,20090111,112218,113.100000000,42699
GAZP,0,20090111,112218,113.030000000,1114
GAZP,0,20090111,112218,113.030000000,100
GAZP,0,20090111,112218,113.030000000,2
GAZP,0,20090111,112218,113.020000000,784
GAZP,0,20090111,112219,113.020000000,2531
GAZP,0,20090111,112219,113.020000000,85
GAZP,0,20090111,112219,113.020000000,1000
GAZP,0,20090111,112219,113.020000000,600
GAZP,0,20090111,112219,113.020000000,100
GAZP,0,20090111,112219,113.020000000,300
GAZP,0,20090111,112220,113.020000000,100
GAZP,0,20090111,112221,113.020000000,390
GAZP,0,20090111,112222,113.030000000,5
GAZP,0,20090111,112222,113.020000000,1495
GAZP,0,20090111,112223,113.020000000,1000
GAZP,0,20090111,112223,113.020000000,1715
GAZP,0,20090111,112223,113.020000000,50
GAZP,0,20090111,112223,113.020000000,235
GAZP,0,20090111,112223,113.050000000,50
GAZP,0,20090111,112223,113.050000000,15
GAZP,0,20090111,112223,113.050000000,5
GAZP,0,20090111,112223,113.080000000,80
GAZP,0,20090111,112223,113.050000000,1
GAZP,0,20090111,112223,113.020000000,249
GAZP,0,20090111,112224,113.050000000,200
GAZP,0,20090111,112224,113.020000000,900
GAZP,0,20090111,112225,113.020000000,366
GAZP,0,20090111,112225,113.020000000,50
GAZP,0,20090111,112225,113.020000000,1000
GAZP,0,20090111,112225,113.020000000,244
GAZP,0,20090111,112225,113.020000000,25
GAZP,0,20090111,112225,113.020000000,50
GAZP,0,20090111,112225,113.010000000,300
GAZP,0,20090111,112225,113.010000000,2000
GAZP,0,20090111,112225,113.010000000,50
GAZP,0,20090111,112225,113.010000000,1000
GAZP,0,20090111,112225,113.010000000,100
GAZP,0,20090111,112225,113.010000000,290
GAZP,0,20090111,112225,113.010000000,25
GAZP,0,20090111,112225,113.010000000,1000
GAZP,0,20090111,112225,113.010000000,100
GAZP,0,20090111,112225,113.010000000,5
GAZP,0,20090111,112225,113.010000000,1000
GAZP,0,20090111,112225,113.010000000,5
GAZP,0,20090111,112225,113.010000000,85
GAZP,0,20090111,112225,113.010000000,5600
GAZP,0,20090111,112225,113.010000000,200
GAZP,0,20090111,112225,113.010000000,1
GAZP,0,20090111,112225,113.000000000,1687
GAZP,0,20090111,112225,113.000000000,30
GAZP,0,20090111,112225,113.000000000,16
GAZP,0,20090111,112225,113.000000000,1000
GAZP,0,20090111,112225,113.000000000,200
GAZP,0,20090111,112225,113.000000000,1000
GAZP,0,20090111,112225,113.000000000,2800
GAZP,0,20090111,112225,113.000000000,2
GAZP,0,20090111,112225,113.000000000,1
GAZP,0,20090111,112225,113.000000000,577
GAZP,0,20090111,112225,113.000000000,1000
GAZP,0,20090111,112225,113.000000000,5400
GAZP,0,20090111,112225,113.000000000,1000
GAZP,0,20090111,112225,113.000000000,10
GAZP,0,20090111,112225,113.000000000,100
GAZP,0,20090111,112225,113.000000000,1681
GAZP,0,20090111,112225,113.000000000,200
GAZP,0,20090111,112225,113.000000000,5
GAZP,0,20090111,112225,113.000000000,1
GAZP,0,20090111,112225,113.000000000,340
GAZP,0,20090111,112225,113.000000000,773
GAZP,0,20090111,112225,113.000000000,227
GAZP,0,20090111,112225,113.010000000,200
GAZP,0,20090111,112225,113.010000000,4
GAZP,0,20090111,112225,113.000000000,43
GAZP,0,20090111,112225,113.000000000,1320
GAZP,0,20090111,112225,113.000000000,200
GAZP,0,20090111,112225,113.000000000,1
GAZP,0,20090111,112225,113.000000000,1932
GAZP,0,20090111,112225,113.040000000,5
GAZP,0,20090111,112225,113.050000000,100
GAZP,0,20090111,112226,113.050000000,75
GAZP,0,20090111,112226,113.010000000,204
GAZP,0,20090111,112226,113.000000000,1721
GAZP,0,20090111,112226,113.000000000,5167
GAZP,0,20090111,112226,113.000000000,10
GAZP,0,20090111,112226,113.000000000,12
GAZP,0,20090111,112226,113.000000000,400
GAZP,0,20090111,112226,113.000000000,250
GAZP,0,20090111,112226,113.000000000,161
GAZP,0,20090111,112226,113.000000000,25
GAZP,0,20090111,112226,113.000000000,3
GAZP,0,20090111,112226,113.000000000,500
GAZP,0,20090111,112226,113.000000000,960
GAZP,0,20090111,112226,113.000000000,10
GAZP,0,20090111,112226,113.000000000,20
GAZP,0,20090111,112226,113.000000000,2000
GAZP,0,20090111,112226,113.000000000,16482
GAZP,0,20090111,112226,113.080000000,100
GAZP,0,20090111,112226,113.000000000,2
GAZP,0,20090111,112227,113.000000000,5000
GAZP,0,20090111,112227,113.000000000,2000
GAZP,0,20090111,112227,113.000000000,100
GAZP,0,20090111,112227,113.000000000,1400
GAZP,0,20090111,112227,113.000000000,200
GAZP,0,20090111,112227,113.000000000,5000
GAZP,0,20090111,112227,113.000000000,15000
GAZP,0,20090111,112227,113.000000000,250
GAZP,0,20090111,112227,113.000000000,1692
GAZP,0,20090111,112227,113.000000000,500
GAZP,0,20090111,112228,113.000000000,1400
GAZP,0,20090111,112228,113.000000000,974
GAZP,0,20090111,112228,113.000000000,20
GAZP,0,20090111,112228,113.000000000,2
GAZP,0,20090111,112228,113.000000000,45
GAZP,0,20090111,112228,113.000000000,55
GAZP,0,20090111,112228,113.000000000,1
GAZP,0,20090111,112228,113.000000000,1
GAZP,0,20090111,112228,113.000000000,500
GAZP,0,20090111,112228,113.000000000,443
GAZP,0,20090111,112229,113.000000000,557
GAZP,0,20090111,112229,113.000000000,50
GAZP,0,20090111,112229,113.000000000,1000
GAZP,0,20090111,112229,113.000000000,200
GAZP,0,20090111,112229,113.000000000,5
GAZP,0,20090111,112229,113.000000000,188
GAZP,0,20090111,112229,113.000000000,50
GAZP,0,20090111,112230,113.000000000,124
GAZP,0,20090111,112231,113.000000000,1638
GAZP,0,20090111,112231,113.000000000,299
GAZP,0,20090111,112231,113.000000000,275
GAZP,0,20090111,112231,113.000000000,1000
GAZP,0,20090111,112231,113.000000000,10
GAZP,0,20090111,112231,113.000000000,180
GAZP,0,20090111,112231,113.000000000,100
GAZP,0,20090111,112231,113.000000000,50
GAZP,0,20090111,112231,113.000000000,5
GAZP,0,20090111,112231,112.990000000,35
GAZP,0,20090111,112231,112.990000000,35
GAZP,0,20090111,112231,112.990000000,10
GAZP,0,20090111,112231,112.960000000,1
GAZP,0,20090111,112231,112.960000000,2
GAZP,0,20090111,112231,112.960000000,50
GAZP,0,20090111,112231,112.950000000,1
GAZP,0,20090111,112231,112.950000000,200
GAZP,0,20090111,112231,112.950000000,200
GAZP,0,20090111,112231,112.950000000,1550
GAZP,0,20090111,112231,112.950000000,5
GAZP,0,20090111,112231,112.940000000,1
GAZP,0,20090111,112231,112.940000000,2
GAZP,0,20090111,112231,112.940000000,100
GAZP,0,20090111,112231,112.920000000,50
GAZP,0,20090111,112231,112.910000000,200
GAZP,0,20090111,112231,112.910000000,25
GAZP,0,20090111,112231,112.910000000,10
GAZP,0,20090111,112231,112.910000000,5
GAZP,0,20090111,112231,112.910000000,50
GAZP,0,20090111,112231,112.900000000,1
GAZP,0,20090111,112231,112.900000000,1
GAZP,0,20090111,112231,112.900000000,100
GAZP,0,20090111,112231,112.900000000,1
GAZP,0,20090111,112231,112.900000000,500
GAZP,0,20090111,112231,112.900000000,200
GAZP,0,20090111,112231,112.900000000,10
GAZP,0,20090111,112231,112.900000000,155
GAZP,0,20090111,112231,112.900000000,286
GAZP,0,20090111,112231,112.900000000,200
GAZP,0,20090111,112231,112.900000000,14
GAZP,0,20090111,112231,112.900000000,50
GAZP,0,20090111,112231,112.900000000,136
GAZP,0,20090111,112231,112.900000000,264
GAZP,0,20090111,112231,112.900000000,50
GAZP,0,20090111,112231,112.900000000,100
GAZP,0,20090111,112231,112.900000000,500
GAZP,0,20090111,112231,112.900000000,1000
GAZP,0,20090111,112232,112.900000000,100
GAZP,0,20090111,112232,112.900000000,478
GAZP,0,20090111,112232,112.890000000,29
GAZP,0,20090111,112232,112.890000000,3
GAZP,0,20090111,112232,112.890000000,90
GAZP,0,20090111,112232,112.880000000,20
GAZP,0,20090111,112232,112.880000000,93
GAZP,0,20090111,112232,112.880000000,50
GAZP,0,20090111,112233,112.880000000,50
GAZP,0,20090111,112233,112.880000000,7
GAZP,0,20090111,112233,112.860000000,200
GAZP,0,20090111,112233,112.850000000,65
GAZP,0,20090111,112233,112.850000000,480
GAZP,0,20090111,112233,112.850000000,1
GAZP,0,20090111,112233,112.850000000,12
GAZP,0,20090111,112233,112.830000000,20
GAZP,0,20090111,112233,112.810000000,5
GAZP,0,20090111,112233,112.810000000,2000
GAZP,0,20090111,112233,112.810000000,10000
GAZP,0,20090111,112233,112.800000000,1
GAZP,0,20090111,112233,112.800000000,1
GAZP,0,20090111,112233,112.800000000,100
GAZP,0,20090111,112233,112.800000000,1
GAZP,0,20090111,112233,112.800000000,220
GAZP,0,20090111,112233,112.800000000,25
GAZP,0,20090111,112233,112.800000000,100
GAZP,0,20090111,112233,112.800000000,10
GAZP,0,20090111,112233,112.800000000,200
GAZP,0,20090111,112233,112.800000000,415
GAZP,0,20090111,112233,112.800000000,50
GAZP,0,20090111,112233,112.800000000,400
GAZP,0,20090111,112233,112.770000000,20000
GAZP,0,20090111,112233,112.750000000,5
GAZP,0,20090111,112233,112.750000000,500
GAZP,0,20090111,112233,112.740000000,900
GAZP,0,20090111,112233,112.720000000,50
GAZP,0,20090111,112233,112.720000000,100
GAZP,0,20090111,112233,112.720000000,10000
