<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20090111,123509,112.730000000,5
GAZP,0,20090111,123510,112.730000000,2
GAZP,0,20090111,123510,112.730000000,3
GAZP,0,20090111,123511,112.730000000,2
GAZP,0,20090111,123518,112.730000000,2
GAZP,0,20090111,123518,112.730000000,3
GAZP,0,20090111,123519,112.730000000,2
GAZP,0,20090111,123520,112.730000000,5
GAZP,0,20090111,123520,112.730000000,8
GAZP,0,20090111,123521,112.730000000,9
GAZP,0,20090111,123523,112.730000000,583
GAZP,0,20090111,123523,112.730000000,125
GAZP,0,20090111,123523,112.730000000,50
GAZP,0,20090111,123523,112.730000000,10
GAZP,0,20090111,123523,112.720000000,10
GAZP,0,20090111,123523,112.720000000,100
GAZP,0,20090111,123523,112.720000000,50
GAZP,0,20090111,123523,112.720000000,5
GAZP,0,20090111,123523,112.710000000,210
GAZP,0,20090111,123523,112.710000000,82
GAZP,0,20090111,123525,112.720000000,67
GAZP,0,20090111,123526,112.720000000,1
GAZP,0,20090111,123526,112.720000000,1
GAZP,0,20090111,123528,112.780000000,150
GAZP,0,20090111,123528,112.780000000,100
GAZP,0,20090111,123528,112.790000000,204
GAZP,0,20090111,123528,112.800000000,1176
GAZP,0,20090111,123529,112.740000000,150
GAZP,0,20090111,123529,112.730000000,50
GAZP,0,20090111,123529,112.720000000,31
GAZP,0,20090111,123529,112.720000000,213
GAZP,0,20090111,123529,112.710000000,918
GAZP,0,20090111,123529,112.710000000,10
GAZP,0,20090111,123529,112.710000000,50
GAZP,0,20090111,123529,112.700000000,634
GAZP,0,20090111,123529,112.700000000,100
GAZP,0,20090111,123529,112.700000000,5907
GAZP,0,20090111,123529,112.700000000,200
GAZP,0,20090111,123529,112.700000000,200
GAZP,0,20090111,123529,112.700000000,300
GAZP,0,20090111,123529,112.700000000,850
GAZP,0,20090111,123529,112.700000000,200
GAZP,0,20090111,123529,112.700000000,2
GAZP,0,20090111,123529,112.700000000,82
GAZP,0,20090111,123531,112.700000000,918
GAZP,0,20090111,123531,112.690000000,41
GAZP,0,20090111,123531,112.670000000,50
GAZP,0,20090111,123531,112.660000000,1
GAZP,0,20090111,123531,112.660000000,1
GAZP,0,20090111,123531,112.660000000,10
GAZP,0,20090111,123531,112.660000000,1000
GAZP,0,20090111,123531,112.660000000,95
GAZP,0,20090111,123531,112.660000000,240
GAZP,0,20090111,123531,112.650000000,827
GAZP,0,20090111,123531,112.650000000,100
GAZP,0,20090111,123531,112.650000000,20
GAZP,0,20090111,123531,112.650000000,100
GAZP,0,20090111,123531,112.650000000,3
GAZP,0,20090111,123531,112.650000000,50
GAZP,0,20090111,123531,112.650000000,17
GAZP,0,20090111,123531,112.650000000,1000
GAZP,0,20090111,123531,112.650000000,100
GAZP,0,20090111,123531,112.650000000,300
GAZP,0,20090111,123531,112.640000000,1
GAZP,0,20090111,123531,112.640000000,1000
GAZP,0,20090111,123531,112.640000000,100
GAZP,0,20090111,123531,112.640000000,10
GAZP,0,20090111,123531,112.630000000,11
GAZP,0,20090111,123531,112.630000000,200
GAZP,0,20090111,123531,112.630000000,2
GAZP,0,20090111,123531,112.630000000,451
GAZP,0,20090111,123531,112.620000000,309
GAZP,0,20090111,123531,112.620000000,5
GAZP,0,20090111,123531,112.620000000,100
GAZP,0,20090111,123531,112.620000000,500
GAZP,0,20090111,123531,112.620000000,50
GAZP,0,20090111,123531,112.620000000,10
GAZP,0,20090111,123531,112.610000000,442
GAZP,0,20090111,123531,112.610000000,5
GAZP,0,20090111,123531,112.610000000,10
GAZP,0,20090111,123531,112.610000000,5
GAZP,0,20090111,123531,112.610000000,5
GAZP,0,20090111,123531,112.610000000,5
GAZP,0,20090111,123531,112.610000000,10
GAZP,0,20090111,123531,112.610000000,2
GAZP,0,20090111,123531,112.610000000,3290
GAZP,0,20090111,123531,112.610000000,604
GAZP,0,20090111,123532,112.610000000,10
GAZP,0,20090111,123533,112.630000000,10
GAZP,0,20090111,123533,112.790000000,90
GAZP,0,20090111,123534,112.800000000,300
GAZP,0,20090111,123534,112.790000000,10
GAZP,0,20090111,123537,112.790000000,197
GAZP,0,20090111,123537,112.790000000,200
GAZP,0,20090111,123537,112.800000000,452
GAZP,0,20090111,123537,112.800000000,1151
GAZP,0,20090111,123538,112.700000000,1
GAZP,0,20090111,123542,112.780000000,10
GAZP,0,20090111,123543,112.700000000,1
GAZP,0,20090111,123544,112.710000000,11
GAZP,0,20090111,123553,112.710000000,8
GAZP,0,20090111,123558,112.720000000,1
GAZP,0,20090111,123558,112.710000000,1
GAZP,0,20090111,123603,112.730000000,5
GAZP,0,20090111,123604,112.760000000,990
GAZP,0,20090111,123605,112.770000000,225
GAZP,0,20090111,123605,112.780000000,17
GAZP,0,20090111,123605,112.790000000,100
GAZP,0,20090111,123605,112.790000000,200
GAZP,0,20090111,123605,112.800000000,199
GAZP,0,20090111,123605,112.800000000,50
GAZP,0,20090111,123605,112.800000000,2088
GAZP,0,20090111,123606,112.770000000,8
GAZP,0,20090111,123609,112.770000000,367
GAZP,0,20090111,123610,112.770000000,1533
GAZP,0,20090111,123610,112.800000000,688
GAZP,0,20090111,123610,112.790000000,246
GAZP,0,20090111,123610,112.800000000,1224
GAZP,0,20090111,123610,112.800000000,20
GAZP,0,20090111,123610,112.800000000,19
GAZP,0,20090111,123610,112.800000000,70
GAZP,0,20090111,123610,112.800000000,200
GAZP,0,20090111,123611,112.820000000,2
GAZP,0,20090111,123612,112.800000000,370
GAZP,0,20090111,123613,112.800000000,510
GAZP,0,20090111,123613,112.790000000,50
GAZP,0,20090111,123615,112.750000000,20
GAZP,0,20090111,123615,112.730000000,1
GAZP,0,20090111,123616,112.730000000,1
GAZP,0,20090111,123617,112.730000000,1
GAZP,0,20090111,123617,112.730000000,1
GAZP,0,20090111,123618,112.730000000,1
GAZP,0,20090111,123619,112.730000000,122
GAZP,0,20090111,123619,112.730000000,200
GAZP,0,20090111,123619,112.730000000,1500
GAZP,0,20090111,123619,112.730000000,206
GAZP,0,20090111,123619,112.730000000,400
GAZP,0,20090111,123619,112.720000000,2000
GAZP,0,20090111,123619,112.720000000,100
GAZP,0,20090111,123619,112.710000000,100
GAZP,0,20090111,123619,112.710000000,1000
GAZP,0,20090111,123619,112.710000000,5
GAZP,0,20090111,123619,112.710000000,55
GAZP,0,20090111,123619,112.710000000,100
GAZP,0,20090111,123619,112.700000000,100
GAZP,0,20090111,123619,112.700000000,10
GAZP,0,20090111,123619,112.700000000,10000
GAZP,0,20090111,123619,112.700000000,4
GAZP,0,20090111,123619,112.700000000,231
GAZP,0,20090111,123619,112.700000000,10
GAZP,0,20090111,123619,112.680000000,1
GAZP,0,20090111,123619,112.680000000,5
GAZP,0,20090111,123619,112.680000000,100
GAZP,0,20090111,123619,112.670000000,50
GAZP,0,20090111,123619,112.670000000,5
GAZP,0,20090111,123619,112.660000000,5000
GAZP,0,20090111,123619,112.660000000,211
GAZP,0,20090111,123620,112.660000000,100
GAZP,0,20090111,123620,112.660000000,385
GAZP,0,20090111,123622,112.680000000,15
GAZP,0,20090111,123622,112.680000000,130
GAZP,0,20090111,123622,112.680000000,15
GAZP,0,20090111,123622,112.680000000,285
GAZP,0,20090111,123622,112.660000000,400
GAZP,0,20090111,123622,112.650000000,250
GAZP,0,20090111,123622,112.630000000,26
GAZP,0,20090111,123624,112.640000000,1
GAZP,0,20090111,123629,112.780000000,100
GAZP,0,20090111,123631,112.780000000,1
GAZP,0,20090111,123632,112.780000000,100
GAZP,0,20090111,123633,112.780000000,29
GAZP,0,20090111,123642,112.740000000,70
GAZP,0,20090111,123643,112.750000000,590
GAZP,0,20090111,123643,112.750000000,130
GAZP,0,20090111,123646,112.800000000,1
GAZP,0,20090111,123648,112.800000000,12
GAZP,0,20090111,123648,112.800000000,13
GAZP,0,20090111,123654,112.700000000,14
GAZP,0,20090111,123654,112.700000000,100
GAZP,0,20090111,123658,112.700000000,50
GAZP,0,20090111,123700,112.750000000,50
GAZP,0,20090111,123706,112.790000000,30
GAZP,0,20090111,123708,112.710000000,190
GAZP,0,20090111,123713,112.750000000,1
GAZP,0,20090111,123715,112.750000000,1
GAZP,0,20090111,123716,112.780000000,1
GAZP,0,20090111,123718,112.750000000,8
GAZP,0,20090111,123718,112.710000000,3
GAZP,0,20090111,123719,112.780000000,243
GAZP,0,20090111,123719,112.780000000,87
GAZP,0,20090111,123719,112.790000000,170
GAZP,0,20090111,123724,112.790000000,20
GAZP,0,20090111,123724,112.790000000,80
GAZP,0,20090111,123727,112.720000000,185
GAZP,0,20090111,123727,112.790000000,240
GAZP,0,20090111,123727,112.790000000,3
GAZP,0,20090111,123727,112.800000000,700
GAZP,0,20090111,123727,112.800000000,468
GAZP,0,20090111,123727,112.800000000,100
GAZP,0,20090111,123727,112.820000000,735
GAZP,0,20090111,123727,112.820000000,2
GAZP,0,20090111,123727,112.820000000,50
GAZP,0,20090111,123727,112.830000000,5
GAZP,0,20090111,123727,112.830000000,65
GAZP,0,20090111,123727,112.830000000,2221
GAZP,0,20090111,123727,112.830000000,720
GAZP,0,20090111,123727,112.830000000,400
GAZP,0,20090111,123727,112.830000000,231
GAZP,0,20090111,123727,112.840000000,4060
GAZP,0,20090111,123731,112.740000000,243
GAZP,0,20090111,123731,112.730000000,500
GAZP,0,20090111,123731,112.710000000,100
GAZP,0,20090111,123731,112.710000000,757
GAZP,0,20090111,123732,112.830000000,15
GAZP,0,20090111,123733,112.720000000,1
GAZP,0,20090111,123733,112.800000000,2
GAZP,0,20090111,123734,112.800000000,1
GAZP,0,20090111,123740,112.830000000,20
GAZP,0,20090111,123741,112.830000000,20
GAZP,0,20090111,123742,112.800000000,2
GAZP,0,20090111,123745,112.830000000,20
GAZP,0,20090111,123746,112.800000000,2
GAZP,0,20090111,123747,112.800000000,3
GAZP,0,20090111,123748,112.810000000,2
GAZP,0,20090111,123748,112.830000000,18
GAZP,0,20090111,123750,112.800000000,2
GAZP,0,20090111,123750,112.800000000,1
GAZP,0,20090111,123753,112.830000000,100
GAZP,0,20090111,123756,112.840000000,50
GAZP,0,20090111,123757,112.840000000,20
GAZP,0,20090111,123757,112.840000000,2000
GAZP,0,20090111,123758,112.840000000,3000
GAZP,0,20090111,123758,112.840000000,20
GAZP,0,20090111,123759,112.840000000,951
GAZP,0,20090111,123759,112.830000000,85
GAZP,0,20090111,123759,112.830000000,415
GAZP,0,20090111,123759,112.840000000,200
GAZP,0,20090111,123759,112.840000000,20
GAZP,0,20090111,123759,112.840000000,6000
GAZP,0,20090111,123800,112.840000000,20
GAZP,0,20090111,123800,112.840000000,8118
GAZP,0,20090111,123800,112.850000000,20
GAZP,0,20090111,123800,112.850000000,180
GAZP,0,20090111,123800,112.850000000,85
GAZP,0,20090111,123800,112.860000000,10
GAZP,0,20090111,123800,112.870000000,1
GAZP,0,20090111,123800,112.870000000,2
GAZP,0,20090111,123800,112.880000000,1
GAZP,0,20090111,123800,112.880000000,50
GAZP,0,20090111,123800,112.890000000,36
GAZP,0,20090111,123801,112.870000000,50
GAZP,0,20090111,123801,112.860000000,20
GAZP,0,20090111,123801,112.850000000,430
GAZP,0,20090111,123802,112.890000000,2
GAZP,0,20090111,123802,112.890000000,1
GAZP,0,20090111,123802,112.890000000,1
GAZP,0,20090111,123804,112.900000000,5
GAZP,0,20090111,123804,112.900000000,20
GAZP,0,20090111,123805,112.900000000,20
GAZP,0,20090111,123805,112.900000000,20
GAZP,0,20090111,123806,112.900000000,20
GAZP,0,20090111,123807,112.890000000,21
GAZP,0,20090111,123807,112.860000000,20
GAZP,0,20090111,123807,112.860000000,20
GAZP,0,20090111,123807,112.860000000,20
GAZP,0,20090111,123807,112.860000000,226
GAZP,0,20090111,123807,112.860000000,1000
GAZP,0,20090111,123807,112.850000000,693
GAZP,0,20090111,123807,112.900000000,15
GAZP,0,20090111,123807,112.910000000,5
GAZP,0,20090111,123811,112.910000000,6
GAZP,0,20090111,123811,112.910000000,20
GAZP,0,20090111,123811,112.910000000,140
GAZP,0,20090111,123813,112.910000000,20
GAZP,0,20090111,123813,112.910000000,9
GAZP,0,20090111,123813,112.910000000,1
GAZP,0,20090111,123813,112.930000000,10
GAZP,0,20090111,123814,112.930000000,12
GAZP,0,20090111,123814,112.930000000,20
GAZP,0,20090111,123816,112.930000000,1458
GAZP,0,20090111,123816,112.930000000,200
GAZP,0,20090111,123816,112.950000000,4
GAZP,0,20090111,123816,112.960000000,1
GAZP,0,20090111,123816,112.970000000,4
GAZP,0,20090111,123816,112.970000000,220
GAZP,0,20090111,123816,112.970000000,500
GAZP,0,20090111,123817,112.970000000,10
GAZP,0,20090111,123818,112.970000000,603
GAZP,0,20090111,123818,112.910000000,247
GAZP,0,20090111,123818,112.900000000,290
GAZP,0,20090111,123818,112.900000000,7
GAZP,0,20090111,123818,112.900000000,153
GAZP,0,20090111,123818,112.910000000,55
GAZP,0,20090111,123819,112.910000000,158
GAZP,0,20090111,123819,112.900000000,1347
GAZP,0,20090111,123819,112.880000000,20
GAZP,0,20090111,123819,112.880000000,51
GAZP,0,20090111,123819,112.860000000,333
GAZP,0,20090111,123819,112.850000000,400
GAZP,0,20090111,123819,112.850000000,239
GAZP,0,20090111,123819,112.840000000,3000
GAZP,0,20090111,123819,112.840000000,2393
GAZP,0,20090111,123819,112.840000000,10
GAZP,0,20090111,123820,112.840000000,200
GAZP,0,20090111,123821,112.840000000,400
GAZP,0,20090111,123822,112.810000000,300
GAZP,0,20090111,123822,112.800000000,1000
GAZP,0,20090111,123822,112.800000000,100
GAZP,0,20090111,123822,112.800000000,1600
GAZP,0,20090111,123822,112.800000000,3000
GAZP,0,20090111,123822,112.840000000,9800
GAZP,0,20090111,123823,112.840000000,70
GAZP,0,20090111,123824,112.840000000,5
GAZP,0,20090111,123824,112.830000000,1
GAZP,0,20090111,123825,112.830000000,200
GAZP,0,20090111,123827,112.830000000,2
GAZP,0,20090111,123827,112.830000000,2
GAZP,0,20090111,123828,112.830000000,2
GAZP,0,20090111,123830,112.830000000,2
GAZP,0,20090111,123831,112.830000000,91
GAZP,0,20090111,123831,112.840000000,10359
GAZP,0,20090111,123832,112.840000000,2
GAZP,0,20090111,123833,112.840000000,4
GAZP,0,20090111,123835,112.840000000,5
GAZP,0,20090111,123836,112.840000000,2
GAZP,0,20090111,123838,112.840000000,2
GAZP,0,20090111,123839,112.840000000,5
GAZP,0,20090111,123840,112.840000000,1500
GAZP,0,20090111,123840,112.830000000,125
GAZP,0,20090111,123840,112.800000000,1400
GAZP,0,20090111,123841,112.800000000,2
GAZP,0,20090111,123842,112.800000000,100
GAZP,0,20090111,123842,112.800000000,10
GAZP,0,20090111,123843,112.800000000,50
GAZP,0,20090111,123843,112.800000000,5
GAZP,0,20090111,123845,112.750000000,1
GAZP,0,20090111,123846,112.750000000,1
GAZP,0,20090111,123846,112.800000000,5
GAZP,0,20090111,123850,112.800000000,5
GAZP,0,20090111,123850,112.800000000,5
GAZP,0,20090111,123851,112.750000000,1
GAZP,0,20090111,123851,112.750000000,1
GAZP,0,20090111,123852,112.750000000,1
GAZP,0,20090111,123853,112.760000000,5
GAZP,0,20090111,123853,112.760000000,2
GAZP,0,20090111,123854,112.760000000,3
GAZP,0,20090111,123855,112.760000000,2
GAZP,0,20090111,123855,112.760000000,1
GAZP,0,20090111,123856,112.770000000,5
GAZP,0,20090111,123858,112.770000000,50
GAZP,0,20090111,123858,112.770000000,3
GAZP,0,20090111,123858,112.770000000,465
GAZP,0,20090111,123902,112.800000000,5
GAZP,0,20090111,123904,112.770000000,53
GAZP,0,20090111,123904,112.760000000,487
GAZP,0,20090111,123904,112.750000000,45
GAZP,0,20090111,123904,112.750000000,1000
GAZP,0,20090111,123904,112.740000000,241
GAZP,0,20090111,123904,112.730000000,174
GAZP,0,20090111,123904,112.730000000,1
GAZP,0,20090111,123906,112.790000000,5
GAZP,0,20090111,123907,112.790000000,27
GAZP,0,20090111,123907,112.790000000,205
GAZP,0,20090111,123907,112.800000000,1788
GAZP,0,20090111,123907,112.800000000,8
GAZP,0,20090111,123907,112.800000000,788
GAZP,0,20090111,123907,112.800000000,2184
GAZP,0,20090111,123908,112.790000000,175
GAZP,0,20090111,123908,112.800000000,25
GAZP,0,20090111,123908,112.800000000,1
GAZP,0,20090111,123911,112.800000000,5
GAZP,0,20090111,123912,112.800000000,1500
GAZP,0,20090111,123916,112.800000000,1285
GAZP,0,20090111,123916,112.830000000,5
GAZP,0,20090111,123917,112.800000000,200
GAZP,0,20090111,123926,112.840000000,181
GAZP,0,20090111,123926,112.840000000,100
GAZP,0,20090111,123927,112.840000000,2
GAZP,0,20090111,123930,112.840000000,3164
GAZP,0,20090111,123931,112.840000000,1
GAZP,0,20090111,123933,112.840000000,1
GAZP,0,20090111,123934,112.800000000,200
GAZP,0,20090111,123935,112.840000000,1
GAZP,0,20090111,123936,112.800000000,1
GAZP,0,20090111,123936,112.800000000,1
GAZP,0,20090111,123937,112.800000000,1
GAZP,0,20090111,123948,112.840000000,100
GAZP,0,20090111,123949,112.800000000,200
GAZP,0,20090111,123951,112.800000000,25
GAZP,0,20090111,123954,112.840000000,100
GAZP,0,20090111,123957,112.840000000,5000
GAZP,0,20090111,123958,112.840000000,3000
GAZP,0,20090111,123959,112.840000000,200
GAZP,0,20090111,123959,112.810000000,20
GAZP,0,20090111,124000,112.840000000,5000
GAZP,0,20090111,124004,112.840000000,1
GAZP,0,20090111,124004,112.810000000,200
GAZP,0,20090111,124005,112.840000000,1
GAZP,0,20090111,124005,112.840000000,350
GAZP,0,20090111,124010,112.840000000,87
GAZP,0,20090111,124011,112.840000000,1
GAZP,0,20090111,124011,112.840000000,1
GAZP,0,20090111,124012,112.840000000,40
GAZP,0,20090111,124012,112.840000000,1
GAZP,0,20090111,124013,112.810000000,600
GAZP,0,20090111,124016,112.840000000,500
GAZP,0,20090111,124016,112.840000000,1000
GAZP,0,20090111,124017,112.840000000,1
GAZP,0,20090111,124018,112.840000000,5
GAZP,0,20090111,124021,112.840000000,857
GAZP,0,20090111,124021,112.890000000,3
GAZP,0,20090111,124024,112.890000000,1
GAZP,0,20090111,124029,112.820000000,9
GAZP,0,20090111,124029,112.810000000,46
GAZP,0,20090111,124032,112.870000000,1
GAZP,0,20090111,124036,112.870000000,950
GAZP,0,20090111,124037,112.890000000,5
GAZP,0,20090111,124037,112.890000000,150
GAZP,0,20090111,124037,112.890000000,1
GAZP,0,20090111,124041,112.890000000,1
GAZP,0,20090111,124041,112.890000000,5
GAZP,0,20090111,124041,112.870000000,50
GAZP,0,20090111,124041,112.870000000,48
GAZP,0,20090111,124041,112.850000000,238
GAZP,0,20090111,124041,112.840000000,10
GAZP,0,20090111,124041,112.840000000,352
GAZP,0,20090111,124041,112.810000000,134
GAZP,0,20090111,124041,112.810000000,1
GAZP,0,20090111,124041,112.810000000,25
GAZP,0,20090111,124041,112.810000000,50
GAZP,0,20090111,124041,112.800000000,50
GAZP,0,20090111,124041,112.800000000,8342
GAZP,0,20090111,124042,112.880000000,100
GAZP,0,20090111,124043,112.880000000,1
GAZP,0,20090111,124044,112.880000000,100
GAZP,0,20090111,124045,112.880000000,5
GAZP,0,20090111,124045,112.860000000,8
GAZP,0,20090111,124045,112.810000000,2
GAZP,0,20090111,124049,112.870000000,1
GAZP,0,20090111,124049,112.880000000,4
GAZP,0,20090111,124050,112.810000000,698
GAZP,0,20090111,124050,112.810000000,246
GAZP,0,20090111,124050,112.800000000,1218
GAZP,0,20090111,124050,112.800000000,1000
GAZP,0,20090111,124050,112.800000000,2
GAZP,0,20090111,124050,112.800000000,2836
GAZP,0,20090111,124053,112.860000000,5
GAZP,0,20090111,124057,112.840000000,5
GAZP,0,20090111,124058,112.820000000,863
GAZP,0,20090111,124058,112.820000000,525
GAZP,0,20090111,124058,112.820000000,475
GAZP,0,20090111,124058,112.800000000,2164
GAZP,0,20090111,124058,112.800000000,9
GAZP,0,20090111,124059,112.800000000,1000
GAZP,0,20090111,124101,112.780000000,5
GAZP,0,20090111,124105,112.770000000,5
GAZP,0,20090111,124105,112.770000000,25
GAZP,0,20090111,124107,112.770000000,1
GAZP,0,20090111,124107,112.770000000,500
GAZP,0,20090111,124107,112.760000000,100
GAZP,0,20090111,124107,112.750000000,5
GAZP,0,20090111,124107,112.750000000,100
GAZP,0,20090111,124107,112.750000000,70
GAZP,0,20090111,124107,112.750000000,100
GAZP,0,20090111,124107,112.730000000,100
GAZP,0,20090111,124107,112.720000000,25
GAZP,0,20090111,124108,112.770000000,1
GAZP,0,20090111,124108,112.720000000,2
GAZP,0,20090111,124108,112.770000000,1
GAZP,0,20090111,124109,112.770000000,1
GAZP,0,20090111,124109,112.770000000,5
GAZP,0,20090111,124109,112.750000000,1000
GAZP,0,20090111,124110,112.750000000,40
GAZP,0,20090111,124111,112.720000000,173
GAZP,0,20090111,124111,112.720000000,333
GAZP,0,20090111,124111,112.720000000,187
GAZP,0,20090111,124112,112.720000000,1000
GAZP,0,20090111,124112,112.710000000,243
GAZP,0,20090111,124112,112.710000000,333
GAZP,0,20090111,124112,112.710000000,100
GAZP,0,20090111,124112,112.700000000,364
GAZP,0,20090111,124112,112.700000000,1110
GAZP,0,20090111,124112,112.700000000,5
GAZP,0,20090111,124112,112.750000000,10
GAZP,0,20090111,124113,112.700000000,45
GAZP,0,20090111,124113,112.700000000,1
GAZP,0,20090111,124113,112.700000000,1000
GAZP,0,20090111,124113,112.700000000,500
GAZP,0,20090111,124113,112.700000000,2000
GAZP,0,20090111,124113,112.700000000,20
GAZP,0,20090111,124113,112.700000000,10
GAZP,0,20090111,124113,112.700000000,440
GAZP,0,20090111,124113,112.700000000,100
GAZP,0,20090111,124113,112.700000000,150
GAZP,0,20090111,124114,112.700000000,5
GAZP,0,20090111,124114,112.700000000,1
GAZP,0,20090111,124115,112.690000000,50
GAZP,0,20090111,124115,112.690000000,50
GAZP,0,20090111,124115,112.690000000,1
GAZP,0,20090111,124117,112.690000000,50
GAZP,0,20090111,124117,112.670000000,2
GAZP,0,20090111,124117,112.670000000,13
GAZP,0,20090111,124117,112.670000000,14
GAZP,0,20090111,124117,112.670000000,150
GAZP,0,20090111,124117,112.660000000,323
GAZP,0,20090111,124119,112.690000000,5
GAZP,0,20090111,124122,112.690000000,100
GAZP,0,20090111,124122,112.680000000,100
GAZP,0,20090111,124122,112.660000000,2677
GAZP,0,20090111,124122,112.660000000,500
GAZP,0,20090111,124122,112.650000000,1000
GAZP,0,20090111,124122,112.650000000,25
GAZP,0,20090111,124122,112.650000000,100
GAZP,0,20090111,124123,112.640000000,10
GAZP,0,20090111,124123,112.640000000,70
GAZP,0,20090111,124123,112.640000000,92
GAZP,0,20090111,124125,112.640000000,8
GAZP,0,20090111,124125,112.630000000,174
GAZP,0,20090111,124125,112.630000000,300
GAZP,0,20090111,124125,112.630000000,5
GAZP,0,20090111,124125,112.630000000,63
GAZP,0,20090111,124126,112.640000000,9
GAZP,0,20090111,124126,112.650000000,41
GAZP,0,20090111,124130,112.650000000,1
GAZP,0,20090111,124131,112.650000000,200
GAZP,0,20090111,124132,112.630000000,100
GAZP,0,20090111,124133,112.630000000,37
GAZP,0,20090111,124133,112.630000000,5
GAZP,0,20090111,124133,112.630000000,100
GAZP,0,20090111,124133,112.620000000,500
GAZP,0,20090111,124133,112.620000000,555
GAZP,0,20090111,124135,112.640000000,200
GAZP,0,20090111,124135,112.630000000,2300
GAZP,0,20090111,124136,112.650000000,356
GAZP,0,20090111,124136,112.690000000,1
GAZP,0,20090111,124137,112.650000000,198
GAZP,0,20090111,124141,112.690000000,10
GAZP,0,20090111,124144,112.690000000,50
GAZP,0,20090111,124147,112.660000000,1
GAZP,0,20090111,124147,112.650000000,96
GAZP,0,20090111,124147,112.650000000,2
GAZP,0,20090111,124147,112.650000000,1
GAZP,0,20090111,124147,112.650000000,2
GAZP,0,20090111,124148,112.650000000,47
GAZP,0,20090111,124148,112.640000000,953
GAZP,0,20090111,124149,112.700000000,100
GAZP,0,20090111,124150,112.690000000,200
GAZP,0,20090111,124153,112.650000000,1
GAZP,0,20090111,124155,112.650000000,999
GAZP,0,20090111,124155,112.640000000,923
GAZP,0,20090111,124155,112.630000000,3700
GAZP,0,20090111,124155,112.630000000,50
GAZP,0,20090111,124155,112.620000000,208
GAZP,0,20090111,124155,112.620000000,5
GAZP,0,20090111,124155,112.610000000,1386
GAZP,0,20090111,124155,112.610000000,1
GAZP,0,20090111,124155,112.610000000,10
GAZP,0,20090111,124155,112.610000000,221
GAZP,0,20090111,124155,112.610000000,100
GAZP,0,20090111,124155,112.610000000,100
GAZP,0,20090111,124155,112.610000000,50
GAZP,0,20090111,124155,112.610000000,100
GAZP,0,20090111,124155,112.610000000,25
GAZP,0,20090111,124155,112.610000000,1000
GAZP,0,20090111,124155,112.610000000,100
GAZP,0,20090111,124155,112.600000000,2600
GAZP,0,20090111,124155,112.600000000,200
GAZP,0,20090111,124155,112.600000000,10
GAZP,0,20090111,124155,112.600000000,500
GAZP,0,20090111,124155,112.600000000,2000
GAZP,0,20090111,124155,112.600000000,360
GAZP,0,20090111,124155,112.600000000,575
GAZP,0,20090111,124155,112.600000000,3000
GAZP,0,20090111,124155,112.600000000,1000
GAZP,0,20090111,124155,112.600000000,100
GAZP,0,20090111,124155,112.600000000,10
GAZP,0,20090111,124155,112.600000000,10
GAZP,0,20090111,124155,112.600000000,500
GAZP,0,20090111,124155,112.600000000,130
GAZP,0,20090111,124155,112.600000000,10
GAZP,0,20090111,124155,112.600000000,10
GAZP,0,20090111,124155,112.600000000,2
GAZP,0,20090111,124155,112.600000000,3
GAZP,0,20090111,124155,112.600000000,1500
GAZP,0,20090111,124155,112.600000000,10
GAZP,0,20090111,124155,112.600000000,100
GAZP,0,20090111,124155,112.600000000,400
GAZP,0,20090111,124155,112.600000000,987
GAZP,0,20090111,124155,112.600000000,208
GAZP,0,20090111,124155,112.690000000,1
GAZP,0,20090111,124156,112.640000000,1
GAZP,0,20090111,124156,112.600000000,399
GAZP,0,20090111,124157,112.600000000,406
GAZP,0,20090111,124157,112.600000000,2594
GAZP,0,20090111,124158,112.600000000,2
GAZP,0,20090111,124200,112.600000000,100
GAZP,0,20090111,124201,112.600000000,4
GAZP,0,20090111,124201,112.600000000,1
GAZP,0,20090111,124204,112.600000000,299
GAZP,0,20090111,124204,112.600000000,50
GAZP,0,20090111,124204,112.600000000,165
GAZP,0,20090111,124204,112.600000000,135
GAZP,0,20090111,124204,112.600000000,50
GAZP,0,20090111,124204,112.600000000,50
GAZP,0,20090111,124204,112.600000000,2
GAZP,0,20090111,124204,112.590000000,268
GAZP,0,20090111,124204,112.590000000,10
GAZP,0,20090111,124204,112.590000000,10
GAZP,0,20090111,124204,112.590000000,1
GAZP,0,20090111,124204,112.590000000,5
GAZP,0,20090111,124204,112.590000000,248
GAZP,0,20090111,124205,112.590000000,46
GAZP,0,20090111,124205,112.580000000,180
GAZP,0,20090111,124205,112.580000000,1
GAZP,0,20090111,124205,112.570000000,50
GAZP,0,20090111,124205,112.570000000,4723
GAZP,0,20090111,124205,112.570000000,500
GAZP,0,20090111,124206,112.570000000,1500
GAZP,0,20090111,124207,112.570000000,25
GAZP,0,20090111,124208,112.580000000,2
GAZP,0,20090111,124209,112.600000000,1
GAZP,0,20090111,124211,112.600000000,1
GAZP,0,20090111,124214,112.580000000,48
GAZP,0,20090111,124214,112.580000000,5
GAZP,0,20090111,124214,112.570000000,2064
GAZP,0,20090111,124214,112.560000000,2000
GAZP,0,20090111,124214,112.560000000,50
GAZP,0,20090111,124214,112.560000000,209
GAZP,0,20090111,124214,112.550000000,100
GAZP,0,20090111,124214,112.550000000,1524
GAZP,0,20090111,124215,112.550000000,146
